"country","year","province","municipality","municipality_normalized","waste_generation_tpd","managed_waste_pct","unmanaged_waste_pct","leaked_to_environment_pct","rdf_status","wte_psel","composition_match","food_waste_share_pct","paper_cardboard_share_pct","plastic_share_pct","paper_plastic_share_pct","combustible_dry_share_pct","reported_component_sum_pct","municipality_feedstock_risk_score_0_100","municipality_feedstock_risk_level","risk_formula_note"
"Indonesia","2025","Jawa Barat","Kabupaten Purwakarta","kabupaten purwakarta","420.14","0.07","0.93","0.59","Telah MoU","Tidak Ada","unmatched","","","","","","","83.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kabupaten Karawang","kabupaten karawang","1066.97","0.04","0.96","0.61","PKS - Operasional","Tidak Ada","unmatched","","","","","","","86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kabupaten Bekasi","kabupaten bekasi","2404.34","0.03","0.97","0.67","PKS - Operasional","Dalam Perencanaan","matched","42.7","24.08","15.56","39.64","49.79","100","64.65","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kabupaten Bandung Barat","kabupaten bandung barat","763.13","0.07","0.93","0.74","","Dalam Perencanaan","unmatched","","","","","","","87.57","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kabupaten Pangandaran","kabupaten pangandaran","178.06","0.37","0.63","0.2","","Tidak Ada","unmatched","","","","","","","50.71","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kota Bogor","kota bogor","755.36","0.25","0.75","0.07","Penjajakan","Dalam Perencanaan","matched","40","20","15","35","52","100","54.5","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kota Sukabumi","kota sukabumi","186.01","0.14","0.86","0.86","Telah MoU","Tidak Ada","unmatched","","","","","","","86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kota Bandung","kota bandung","1573.7","0.22","0.78","0.02","PKS - Operasional","Tidak Ada","unmatched","","","","","","","56.29","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kota Cirebon","kota cirebon","216.35","0.06","0.94","0.2","Telah MoU","Tidak Ada","matched","49.22","5.56","19.01","24.57","38.67","100","77.3","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kota Bekasi","kota bekasi","1800.55","0.06","0.94","0.25","","Dalam Perencanaan","unmatched","","","","","","","74.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kota Depok","kota depok","1276.54","0.17","0.83","0.24","Telah MoU","Tidak Ada","unmatched","","","","","","","66.14","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kota Cimahi","kota cimahi","233.69","0.5","0.5","0.08","","Dalam Perencanaan","unmatched","","","","","","","38","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kota Tasikmalaya","kota tasikmalaya","333.44","0.18","0.82","0","","Tidak Ada","matched","25.3","12.19","31.53","43.72","62.08","100","35.1","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Barat","Kota Banjar","kota banjar","83.92","0.89","0.11","0.11","","Tidak Ada","matched","","","","0","0","0","48.08","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Cilacap","kabupaten cilacap","963.76","0.18","0.82","0.82","PKS - Operasional","Tidak Ada","unmatched","","","","","","","82","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Banyumas","kabupaten banyumas","731.43","0.71","0.29","0.29","PKS - Operasional","Tidak Ada","unmatched","","","","","","","29","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Purbalingga","kabupaten purbalingga","523.88","0.31","0.69","0.57","Penjajakan","Tidak Ada","unmatched","","","","","","","65.57","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Banjarnegara","kabupaten banjarnegara","428.79","0.24","0.76","0.61","","Tidak Ada","unmatched","","","","","","","71.71","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Kebumen","kabupaten kebumen","699.15","0.36","0.64","0.5","Telah MoU","Tidak Ada","unmatched","","","","","","","60","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Purworejo","kabupaten purworejo","323.86","0.73","0.27","0.27","Penjajakan","Tidak Ada","unmatched","","","","","","","27","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Wonosobo","kabupaten wonosobo","368.2","0.7","0.3","0.3","Telah MoU","Tidak Ada","matched","71.3","2.5","13.1","15.6","19.8","100","75","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Magelang","kabupaten magelang","670.72","0.54","0.46","0.31","Telah PKS","Tidak Ada","unmatched","","","","","","","41.71","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Boyolali","kabupaten boyolali","300.8","0.13","0.87","0.46","Penjajakan","Tidak Ada","matched","39","11.5","17.9","29.4","47.4","100","64.95","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Klaten","kabupaten klaten","650.07","0.26","0.74","0.49","Potensi, belum penjajakan","Tidak Ada","matched","60","5","20","25","38","100","80.15","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Sukoharjo","kabupaten sukoharjo","366.59","0.16","0.84","0.16","","Tidak Ada","matched","52.25","12.9","23.9","36.8","39.09","100","66.95","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Wonogiri","kabupaten wonogiri","421.66","0.06","0.94","0.88","Penjajakan","Tidak Ada","matched","53","16","11","27","43","100","85.7","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Karanganyar","kabupaten karanganyar","382.05","0.03","0.97","0.61","Penjajakan","Tidak Ada","unmatched","","","","","","","86.71","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Sragen","kabupaten sragen","401.9","0.18","0.82","0.35","","Tidak Ada","matched","74.3","8.9","11.2","20.1","23","100","84.75","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Grobogan","kabupaten grobogan","858.63","0.52","0.48","0.48","Penjajakan","Tidak Ada","unmatched","","","","","","","48","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Blora","kabupaten blora","401.55","0.24","0.76","0.13","Telah MoU","Tidak Ada","unmatched","","","","","","","58","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Rembang","kabupaten rembang","272.86","0.14","0.86","0.56","Telah MoU","Tidak Ada","unmatched","","","","","","","77.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Pati","kabupaten pati","690.96","0.17","0.83","0.56","Telah MoU","Tidak Ada","unmatched","","","","","","","75.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Kudus","kabupaten kudus","440.43","0.3","0.7","0.4","Telah MoU","Tidak Ada","unmatched","","","","","","","61.43","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Jepara","kabupaten jepara","432.65","0.55","0.45","0.45","Telah MoU","Tidak Ada","unmatched","","","","","","","45","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Demak","kabupaten demak","626.49","0.3","0.7","0.51","Penjajakan","Tidak Ada","matched","39.69","12.08","17.89","29.97","47.11","100","61.5","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Semarang","kabupaten semarang","544.36","0.13","0.87","0.36","Potensi, belum penjajakan","Tidak Ada","matched","71.56","4.25","18.52","22.77","24.53","100","83.85","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Temanggung","kabupaten temanggung","411.44","0.32","0.68","0.39","Telah MoU","Tidak Ada","unmatched","","","","","","","59.71","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Kendal","kabupaten kendal","437.22","0.03","0.97","0.53","Telah MoU","Dalam Perencanaan","unmatched","","","","","","","84.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Batang","kabupaten batang","472.46","0.05","0.95","0.61","","Tidak Ada","unmatched","","","","","","","85.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Pekalongan","kabupaten pekalongan","402.95","0.26","0.74","0.4","","Tidak Ada","unmatched","","","","","","","64.29","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Pemalang","kabupaten pemalang","467.92","0.34","0.66","0.37","Penjajakan","Tidak Ada","unmatched","","","","","","","57.71","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Tegal","kabupaten tegal","661.94","0.11","0.89","0.39","","Tidak Ada","matched","","","","0","0","0","85.25","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kabupaten Brebes","kabupaten brebes","1033.21","0.02","0.98","0.79","Penjajakan","Tidak Ada","unmatched","","","","","","","92.57","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kota Magelang","kota magelang","85.21","0.07","0.93","0.11","Telah MoU","Tidak Ada","matched","41.17","15.93","23.28","39.21","46.79","100","56.7","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kota Surakarta","kota surakarta","421.48","0.12","0.88","0.07","","Ada dan Sudah Beroperasi","matched","49.55","7.17","10.29","17.46","34.99","100","80.9","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kota Salatiga","kota salatiga","115.06","0.31","0.69","0.01","Penjajakan","Tidak Ada","unmatched","","","","","","","49.57","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kota Semarang","kota semarang","1190.46","0.08","0.92","0.2","Penjajakan","Dalam Perencanaan","matched","60.8","10.2","17.2","27.4","33.3","100","79.75","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kota Pekalongan","kota pekalongan","162.27","0.4","0.6","0.17","","Tidak Ada","unmatched","","","","","","","47.71","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Tengah","Kota Tegal","kota tegal","176.69","0.32","0.68","0.03","","Tidak Ada","unmatched","","","","","","","49.43","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Sumenep","kabupaten sumenep","361.19","0.17","0.83","0.72","PKS - Operasional","Tidak Ada","unmatched","","","","","","","79.86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kota Kediri","kota kediri","181.92","0.08","0.92","0.05","","Tidak Ada","matched","42.42","20.3","11.7","32","48.4","100","63.05","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kota Blitar","kota blitar","77.44","0.98","0.02","0.02","","Tidak Ada","unmatched","","","","","","","2","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kota Malang","kota malang","731.24","0.99","0.01","0.01","Penjajakan","Tidak Ada","matched","","","","0","0","0","42.25","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kota Probolinggo","kota probolinggo","122.2","0.23","0.77","0.1","Telah MoU","Tidak Ada","matched","45.55","12.78","26.3","39.08","50.74","100","56.85","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kota Pasuruan","kota pasuruan","149.43","0.93","0.07","0.07","","Tidak Ada","matched","45","10.65","19.04","29.69","48.36","100","46.4","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kota Mojokerto","kota mojokerto","99.25","0.13","0.87","0.07","","Tidak Ada","matched","36.07","9.88","38.8","48.68","60.22","100","45.65","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kota Madiun","kota madiun","111.4","0.11","0.89","0.02","","Tidak Ada","matched","","","","0","0","0","79.08","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kota Surabaya","kota surabaya","1810.81","0.98","0.02","0.02","Penjajakan","Ada dan Sudah Beroperasi","matched","34.48","5.89","16.51","22.4","48.01","100","41.05","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kota Batu","kota batu","122.15","0.6","0.4","0.4","Potensi, belum penjajakan","Tidak Ada","matched","53.55","8.38","23.97","32.35","40.92","100","63.3","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Pacitan","kabupaten pacitan","300.25","0.31","0.69","0.69","","Tidak Ada","matched","68.2","8.2","17.2","25.4","28.8","100","80.4","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Ponorogo","kabupaten ponorogo","391.09","0.29","0.71","0.51","PKS - Operasional","Tidak Ada","matched","20","16.53","21.89","38.42","71.58","100","37.15","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Trenggalek","kabupaten trenggalek","301.52","0.53","0.47","0.47","","Tidak Ada","matched","45","13","21","34","50","100","56.9","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Tulungagung","kabupaten tulungagung","454.59","0.08","0.92","0.65","","Tidak Ada","unmatched","","","","","","","84.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Blitar","kabupaten blitar","417","0.03","0.97","0.9","","Tidak Ada","matched","40","12.55","15","27.55","45.01","100","74.55","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Kediri","kabupaten kediri","676.79","0.6","0.4","0.4","","Tidak Ada","matched","41.04","9.61","16.72","26.33","36.17","100","57.1","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Malang","kabupaten malang","1093.96","0.49","0.51","0.4","Telah MoU","Tidak Ada","matched","7","9.4","12","21.4","81.5","100","36.5","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Lumajang","kabupaten lumajang","553.44","0.58","0.42","0.42","","Tidak Ada","unmatched","","","","","","","42","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Jember","kabupaten jember","1046.35","0.02","0.98","0.79","Belum ada keterangan","Tidak Ada","matched","","","","0","0","0","95.67","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Banyuwangi","kabupaten banyuwangi","839.1","0.48","0.52","0.31","Telah MoU","Tidak Ada","matched","60.59","5.77","14.75","20.52","31.37","100","76.6","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Bondowoso","kabupaten bondowoso","315.2","0","1","0.79","","Tidak Ada","matched","37.01","15.47","21.54","37.01","57.15","100","63.65","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Situbondo","kabupaten situbondo","256.63","0.73","0.27","0.27","","Tidak Ada","matched","","","","0","0","0","57.42","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Probolinggo","kabupaten probolinggo","477.31","0.04","0.96","0.84","","Tidak Ada","matched","52.02","16.6","16.91","33.51","43.68","100","79.1","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Pasuruan","kabupaten pasuruan","833.7","0.31","0.69","0.69","PKS - Operasional","Tidak Ada","matched","58.5","5.7","10","15.7","18.2","100","88.65","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Sidoarjo","kabupaten sidoarjo","892.26","0.9","0.1","0.1","Telah MoU","Dalam Perencanaan","matched","","","","0","0","0","47.5","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Mojokerto","kabupaten mojokerto","449.64","0.53","0.47","0.47","","Tidak Ada","matched","","","","0","0","0","69.08","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Jombang","kabupaten jombang","530.53","0.69","0.31","0.31","Penjajakan","Tidak Ada","matched","50","10","18","28","43.4","100","60.7","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Nganjuk","kabupaten nganjuk","743.93","0.49","0.51","0.4","Penjajakan","Tidak Ada","matched","61.5","13.1","12.3","25.4","29.4","100","73","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Madiun","kabupaten madiun","295.09","0.61","0.39","0.39","","Tidak Ada","matched","57.8","11.3","25.7","37","38.97","100","60.4","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Magetan","kabupaten magetan","276.65","0.71","0.29","0.29","","Tidak Ada","matched","36.28","8.22","14.25","22.47","51.64","100","52.1","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Ngawi","kabupaten ngawi","371.87","0.27","0.73","0.71","Telah MoU","Tidak Ada","matched","60","11","12.5","23.5","33","100","83.35","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Bojonegoro","kabupaten bojonegoro","368.03","0.32","0.68","0.46","Penjajakan","Tidak Ada","unmatched","","","","","","","61.71","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Tuban","kabupaten tuban","528.51","0.66","0.34","0.34","Telah MoU","Tidak Ada","matched","58.52","5.78","11.02","16.8","33.84","100","75.4","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Lamongan","kabupaten lamongan","555.13","0.35","0.65","0.53","Telah MoU","Dalam Perencanaan","matched","30","9","18","27","43","100","54.15","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Gresik","kabupaten gresik","401.01","0.75","0.25","0.25","PKS - Operasional","Dalam Perencanaan","unmatched","","","","","","","25","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Bangkalan","kabupaten bangkalan","417.67","0.23","0.77","0.77","PKS - Operasional","Tidak Ada","matched","52.32","9.72","14.97","24.69","41.32","100","81.55","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Sampang","kabupaten sampang","241.18","0.11","0.89","0.89","","Tidak Ada","unmatched","","","","","","","89","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Jawa Timur","Kabupaten Pamekasan","kabupaten pamekasan","280.74","0.61","0.39","0.39","","Tidak Ada","matched","55","7","13","20","31","100","74.4","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Sambas","kabupaten sambas","328.87","0.02","0.98","0.93","","Tidak Ada","matched","40","14.2","25","39.2","46.7","89","65.35","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Bengkayang","kabupaten bengkayang","119.59","0","1","0.85","","Tidak Ada","matched","","","","0","0","0","97.5","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Landak","kabupaten landak","166.01","0","1","0.82","","Tidak Ada","matched","35","20","28","48","50","100","55.6","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Mempawah","kabupaten mempawah","82.37","0","1","0.66","","Tidak Ada","matched","40.25","11.33","18.07","29.4","47.06","100","71.4","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Sanggau","kabupaten sanggau","253.78","0","1","0.84","","Tidak Ada","matched","56.21","4.73","7.1","11.83","25.44","100","98.4","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Ketapang","kabupaten ketapang","296.26","0.01","0.99","0.79","","Tidak Ada","matched","1.63","21.24","17.62","38.86","52.68","99.97","37.65","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Sintang","kabupaten sintang","216.84","0.03","0.97","0.61","","Tidak Ada","unmatched","","","","","","","86.71","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
