"country","year","province","municipality","waste_generation_tpd","food_waste_share_pct","paper_cardboard_share_pct","plastic_share_pct","known_share_pct","unknown_or_other_share_pct","estimated_lhv_low_food_unknown_zero_mj_per_kg","estimated_lhv_mixed_food_unknown_zero_mj_per_kg","estimated_lhv_mixed_food_other5_mj_per_kg","existing_feedstock_risk_score_0_100","source_note"
"Indonesia","2025","Kepulauan Bangka Belitung","Kabupaten Belitung Timur","52.85","57","5","17","79","21","9.462","10.887","11.937","88.5","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Kepulauan Riau","Kabupaten Bintan","59.53","45.88","9.45","15.35","70.68","29","9.047","10.195","11.645","54.7","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Kepulauan Riau","Kabupaten Lingga","50.96","34.3","15","20","69.3","31","11.274","12.132","13.682","50.1","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Kepulauan Riau","Kota Tanjung Pinang","155.97","59.05","9.72","28.11","96.88","3","14.614","16.091","16.241","64.85","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Lampung","Kabupaten Tanggamus","373.71","31","13","21","65","35","11.271","12.047","13.797","58.85","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Lampung","Kabupaten Lampung Selatan","787.28","65","11","14","90","10","9.403","11.029","11.529","59.9","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Lampung","Kabupaten Tulang Bawang","180.12","70","5","6","81","19","5.552","7.303","8.253","96.5","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Lampung","Kabupaten Pringsewu","174.89","50","5","20","75","25","10.407","11.657","12.907","82.05","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Lampung","Kabupaten Mesuji","97.58","40","20","20","80","20","12.184","13.185","14.185","65.4","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Lampung","Kabupaten Pesisir Barat","69.45","42.5","9.5","21.1","73.1","27","11.218","12.281","13.631","74.9","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Lampung","Kota Bandar Lampung","700.48","15.8","3","2.6","21.4","79","2.013","2.408","6.358","53.45","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Maluku","Kabupaten Buru","70.7","30","10","41","81","19","18.75","19.5","20.45","48.1","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Maluku","Kabupaten Maluku Barat Daya","38.3","13.49","15.68","20.11","49.28","51","10.683","11.02","13.57","45.95","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Maluku","Kota Ambon","247.84","40","12","20","72","28","11.049","12.049","13.449","63.25","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Maluku Utara","Kabupaten Halmahera Utara","103.12","46.62","16.11","14.43","77.16","23","9.653","10.82","11.97","71.4","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Maluku Utara","Kabupaten Halmahera Timur","50.24","43.57","7.57","13.03","64.17","36","7.778","8.868","10.668","82.1","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Maluku Utara","Kabupaten Pulau Morotai","33.17","37","6","10","53","47","6.122","7.047","9.397","78.3","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Lombok Barat","305.1","25.5","11.5","14.5","51.5","48","8.285","8.922","11.322","54.2","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Sumbawa Barat","64.13","14","10","40","64","36","17.791","18.141","19.941","28.5","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sumba Barat","77.51","10.09","20.15","30.73","60.97","39","15.414","15.666","17.616","26.8","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sumba Timur","110.92","19","32","27","78","22","15.928","16.403","17.503","34","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Kupang","156.08","44","6","12","62","38","7.162","8.262","10.162","69.7","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Timor Tengah Utara","106.37","41","12.2","17","70.2","30","9.921","10.947","12.447","58.7","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Belu","93.49","18.75","10.74","21.09","50.58","49","10.556","11.025","13.475","37.3","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Alor","93.37","11","22","32","65","35","16.212","16.488","18.238","25.85","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Lembata","60.63","38","10","20","68","32","10.694","11.645","13.245","58.3","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Flores Timur","117.01","26.43","5.58","23.6","55.61","44","11.09","11.751","13.951","48.6","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sikka","139.41","40","5","20","65","35","10.055","11.056","12.806","69.2","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Ende","113.52","32","10","14","56","44","8.102","8.902","11.102","53.65","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Ngada","69.64","10","20","25","55","45","13.115","13.365","15.615","11.2","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Manggarai","136.06","25.5","11.4","33.1","70","30","15.654","16.292","17.792","37.45","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Manggarai Barat","117.85","35","10","29","74","26","14.162","15.037","16.337","46","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sumba Tengah","36.94","33","11","19","63","37","10.264","11.089","12.939","54.25","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sumba Barat Daya","128.83","25","5","20","50","50","9.528","10.153","12.653","51.95","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Nagekeo","66.09","42","5","15","62","38","8.141","9.191","11.091","63.5","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Manggarai Timur","117.58","35","15","15","65","35","9.314","10.189","11.939","48.9","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sabu Raijua","28.44","14","22","25","61","39","13.539","13.889","15.839","31.25","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Malaka","77.4","31","10.19","12.95","54.14","46","7.677","8.452","10.752","60.05","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Nusa Tenggara Timur","Kota Kupang","237.4","29","13","19.5","61.5","38","10.605","11.331","13.231","51.05","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Papua","Kabupaten Keerom","29.73","10","15","30","55","45","14.39","14.64","16.89","34.6","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Papua","Kota Jayapura","202.4","54","5.8","15.79","75.59","24","8.989","10.34","11.54","93.7","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Papua Barat","Kabupaten Manokwari","104.01","44","11","26","81","19","13.429","14.53","15.48","72.15","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Papua Barat","Kabupaten Teluk Bintuni","36.43","52.7","2.6","44.3","99.6","0","19.807","21.126","21.126","73","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Papua Barat Daya","Kabupaten Sorong","51.87","51.3","16.06","16.37","83.73","16","10.581","11.864","12.664","74.45","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Papua Selatan","Kabupaten Boven Digoel","28.8","5","2","70","77","23","28.248","28.373","29.523","32.2","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Papua Selatan","Kabupaten Asmat","58.1","23","15","30","68","32","14.847","15.422","17.022","46.6","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Riau","Kabupaten Siak","198.3","39","10","26","75","25","13.112","14.087","15.337","61.95","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Riau","Kota Pekanbaru","1050.84","56.35","2.78","14.19","73.32","27","8.008","9.418","10.768","82.95","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Riau","Kota Dumai","177.76","48.97","5.3","8.95","63.22","37","6.026","7.251","9.101","80.15","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Barat","Kabupaten Pasangkayu","81.69","57.2","7.5","16.3","81","19","9.546","10.976","11.926","85.4","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Selatan","Kabupaten Bulukumba","192.27","28.5","9.25","15.18","52.93","47","8.341","9.054","11.404","60.95","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Selatan","Kabupaten Bantaeng","108.63","30.13","10","14","54.13","46","8.036","8.79","11.09","50.9","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Selatan","Kabupaten Bone","413.69","39.5","11.7","19.1","70.3","30","10.631","11.619","13.119","47.6","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Selatan","Kabupaten Luwu","192.14","40","25","15","80","20","10.909","11.909","12.909","61.05","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Selatan","Kabupaten Tana Toraja","129.47","42","11","30","83","17","14.947","15.997","16.847","42.15","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Selatan","Kabupaten Luwu Utara","166.56","55","10","10","75","25","7.322","8.698","9.948","93.8","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Selatan","Kabupaten Luwu Timur","161.71","40","25","15","80","20","10.909","11.909","12.909","38.4","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Tengah","Kabupaten Banggai Kepulauan","60.84","15","13","15","43","57","8.327","8.702","11.552","50.85","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Tengah","Kabupaten Morowali","86.65","17.3","9.5","37.99","64.79","35","17.038","17.47","19.22","9.9","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Tengah","Kota Palu","218.43","70.96","9.44","10.43","90.83","9","7.974","9.749","10.199","62.05","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Tenggara","Kabupaten Buton","61.01","50","5","10","65","35","6.437","7.687","9.437","93.1","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Tenggara","Kabupaten Konawe","133.15","25","10","30","65","35","14.207","14.833","16.583","46.25","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Tenggara","Kabupaten Kolaka","126","65","10","10","85","15","7.674","9.3","10.05","73","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Tenggara","Kabupaten Konawe Utara","38.7","41","11","17","69","31","9.751","10.776","12.326","75.65","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Tenggara","Kota Kendari","188.64","52.19","9.36","12.16","73.71","26","7.99","9.295","10.595","68.95","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kabupaten Bolaang Mongondow","128.69","49","9.45","15.6","74.05","26","9.256","10.482","11.782","85.85","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kabupaten Kepulauan Sangihe","56.25","43.61","5.76","21.63","71","29","10.937","12.028","13.478","63.65","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kabupaten Kepulauan Talaud","40.3","50.2","7","16","73.2","27","9.11","10.365","11.715","88.25","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kabupaten Minahasa Selatan","97.72","20","12","36","68","32","16.697","17.198","18.798","39.65","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kabupaten Minahasa Utara","120.48","35.9","7.88","18.77","62.55","37","9.831","10.729","12.579","68.5","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kabupaten Bolaang Mongondow Utara","34.44","30","10","25","65","35","12.398","13.149","14.899","57.25","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kabupaten Minahasa Tenggara","47.72","35.01","15.27","3.36","53.64","46","4.732","5.607","7.907","58.75","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kabupaten Bolaang Mongondow Selatan","30.15","32","13","19","64","36","10.512","11.313","13.113","61.85","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kabupaten Bolaang Mongondow Timur","128.69","50.16","8.75","13.98","72.89","27","8.555","9.809","11.159","89.1","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kota Manado","296.05","51","13","16","80","20","9.989","11.265","12.265","74.6","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kota Bitung","128.83","50.2","16.03","15.07","81.3","19","10.022","11.278","12.228","70.85","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kota Tomohon","52.41","60","6","27","93","7","13.679","15.18","15.53","55.6","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sulawesi Utara","Kota Kotamobagu","65.21","53.5","11.8","8.5","73.8","26","6.929","8.268","9.568","83.75","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kabupaten Pesisir Selatan","161.71","20.4","23","19","62.4","38","11.524","12.034","13.934","36.9","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kabupaten Solok","164.17","35.5","13.5","23","72","28","12.294","13.182","14.582","55.35","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kabupaten Padang Pariaman","247.95","31.82","12.78","43.77","88.37","12","20.308","21.104","21.704","49.6","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kabupaten Agam","232.44","70.44","6.08","8.15","84.67","15","6.574","8.336","9.086","88.1","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kabupaten Solok Selatan","67.04","34.35","16.35","25.69","76.39","24","13.726","14.585","15.785","47.2","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kabupaten Dharmasraya","122.02","38","5","45","88","12","19.909","20.86","21.46","50.1","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kota Padang","668.98","63","6","15.2","84.2","16","9.1","10.676","11.476","60.1","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kota Solok","58.73","45.73","16.88","20.72","83.33","17","12.228","13.372","14.222","43.45","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kota Bukittinggi","136.13","49.71","5.51","21.96","77.18","23","11.247","12.49","13.64","73.2","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Barat","Kota Payakumbuh","98.31","48.25","15.45","17.47","81.17","19","10.824","12.031","12.981","63.85","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Selatan","Kabupaten Ogan Komering Ulu","156.02","35","10","15","60","40","8.604","9.48","11.48","70.45","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Selatan","Kabupaten Muara Enim","237.58","61.02","7.38","17.18","85.58","14","10.012","11.539","12.239","73.8","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Selatan","Kabupaten Musi Banyuasin","270.32","10","10","10","30","70","5.741","5.991","9.491","42.1","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Selatan","Kabupaten Ogan Komering Ulu Selatan","169.03","48","16","11","75","25","8.325","9.525","10.775","64.35","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Selatan","Kota Prabumulih","101.66","42.88","9.02","39.72","91.62","8","18.555","19.628","20.028","49.3","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Selatan","Kota Pagar Alam","78.13","34.1","7.2","32.3","73.6","26","15.043","15.896","17.196","39.05","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Utara","Kabupaten Nias","59.39","39.69","12.08","17.89","69.66","30","10.211","11.204","12.704","71.45","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Utara","Kabupaten Simalungun","517.96","5.5","15.44","20.46","41.4","59","10.507","10.644","13.594","41.8","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Utara","Kabupaten Humbang Hasundutan","103.54","19","10","13","42","58","7.248","7.723","10.623","47.95","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Utara","Kabupaten Pakpak Bharat","22.69","39.9","12.1","26","78","22","13.441","14.439","15.539","59.15","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
"Indonesia","2025","Sumatera Utara","Kota Tanjung Balai","94.03","64.02","9.5","13.98","87.5","12","9.148","10.75","11.35","85.4","Draft scenario estimate using Novita & Damanhuri 2010 component LHV; not a facility-measured LHV."
